category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Indie Games,"13 Oct, 2020",remete,Random(platformer),win,"35,99zł",,,"Casual,2D,Platformer,Minimalist,Singleplayer,Action,Short,Difficult,Precision,Platformer,Side,Scroller,Colorful,Stylized,Indie,Linear,Platformer,2D"
Casual Games,"7 Nov, 2022",José Lousa,Bargain Platformer,win,"17,99zł",1 user reviews,1,"Action,Casual,Arcade,Platformer,2D,Platformer,Precision,Platformer,2D,Pixel,Graphics,Old,School,Indie,Retro,Score,Attack,Singleplayer"
Indie Games,"16 Jul, 2015",APAS games,SLIDE: platformer,win,"17,99zł",3 user reviews,3,"Indie,Early,Access,Platformer,Difficult,2D,Precision,Platformer,Singleplayer"
Indie Games,"16 Aug, 2022",AwesomeBugGames,Platformer::Execute();,win,Free To Play,9 user reviews,9,"Casual,Platformer,Puzzle,Puzzle,Platformer,2D,Minimalist,Sci-fi,Futuristic,Logic,Programming,Indie,Strategy,Adventure,Relaxing,Automation,Linear,Singleplayer"
Action Games,"28 Sep, 2021",PhantomCore Studio,FUN Platformer,win,"2,87zł",4 user reviews,4,"2D,Platformer,Action,2D,Singleplayer,Funny,Platformer,RPG"
Free To Play Games,"26 Jun, 2024",ProtoDevs,Platformer Paradise,win,Free To Play,7 user reviews,7,"Action,Platformer,Sandbox,3D,Platformer,Exploration,Free,to,Play,Indie,Early,Access,Simulation,3D,First-Person,Investigation,Logic,Casual,PvE,Singleplayer"
Indie Games,"30 Mar, 2024",DeilRoXEntertainment,WTF platformer,win,"45,99zł",3 user reviews,3,"3D,Platformer,Physics,Funny,Idler,Platformer,Precision,Platformer,Cute,3D,Casual,Adventure,Side,Scroller,Indie,Colorful,Old,School,Linear,Singleplayer,Comedy"
Casual Games,Coming soon,瞧瞧乔乔,BattlePlatform,win,None,,,"Casual,Roguelike,Roguelite,Tower,Defense,Strategy,Bullet,Hell,Zombies,Shooter,Top-Down,Building,Survival,RPG,2D,Platformer,2D,Pixel,Graphics,Cartoony,Tactical,Funny,Management,Crafting"
Action Games/Electronic Arts Franchise,"23 Mar, 2018",Hazelight Studios,A Way Out,win,"35,97zł",Very Positive,59217,"Online,Co-Op,Co-op,Split,Screen,Story,Rich,Local,Co-Op,Multiplayer,Action-Adventure,Action,Adventure,Crime,Third,Person,Emotional,Conversation,Atmospheric,Sexual,Content,Nudity,Cinematic,Violent,Singleplayer,Indie"
Action Games,"24 Mar, 2020",Rockstar NorthRockstar Toronto,Grand Theft Auto IV: The Complete Edition,win,"29,71zł",Very Positive,151840,"Open,World,Action,Automobile,Sim,Crime,Multiplayer,Third,Person,Adventure,Singleplayer,Third-Person,Shooter,Moddable,Sandbox,Shooter,Physics,Atmospheric,Classic,Dark,Humor,Funny,Gore,Satire,Co-op"
Simulation Games/Focus Entertainment Franchise,"17 May, 2021",Saber Interactive,SnowRunner,"win,mac","99,99zł",Very Positive,35361,"Simulation,Automobile,Sim,Multiplayer,Adventure,Driving,Exploration,Realistic,Sandbox,Open,World,First-Person,Third,Person,Immersive,Sim,Atmospheric,Snow,Racing,Physics,Nature,ATV,Team-Based,PvE"
Action Games/Return To Adventure Mountain Franchise,"6 Mar, 2019","Return To Adventure Mountain, LLC",1 Screen Platformer,"win,mac","10,99zł",Very Positive,234,"Precision,Platformer,Difficult,2D,Platformer,Side,Scroller,Platformer,Female,Protagonist,2D,Action,Pixel,Graphics,Sci-fi,Adventure,Retro,Singleplayer,Short,Minimalist"
Action Games/Butterscotch Shenanigans Franchise,"30 Apr, 2020",Butterscotch Shenanigans,Levelhead: Platformer Maker,win,"91,99zł",Overwhelmingly Positive,776,"Precision,Platformer,Difficult,Funny,Comedy,Sandbox,Action,Adventure,Side,Scroller,Co-op,Campaign,Level,Editor,Hand-drawn,4,Player,Local,Platformer,Co-op,2D,Colorful,Puzzle,Platformer,Cartoon,Programming,Music"
Casual Games,"9 Dec, 2022",Robert Murphy-Hosler,Basic Platformer,win,"7,19zł",,,"Casual,Arcade,Platformer,3D,Platformer,Top-Down,Family,Friendly,Procedural,Generation,Singleplayer"
Adventure Games,"7 Apr, 2025",Mostly Games,PEPPERED: an existential platformer,"win,mac","62,00zł",Very Positive,260,"Story,Rich,Pixel,Graphics,Difficult,Replay,Value,Precision,Platformer,Singleplayer,Choices,Matter,Psychological,Action-Adventure,Puzzle,Platformer,Perma,Death,Dark,Humor,LGBTQ+,Multiple,Endings,Soundtrack,Atmospheric,Dystopian,Philosophical,Exploration,Platformer"
Casual Games,Coming soon,瞧瞧乔乔,BattlePlatform,win,None,,,"Casual,Roguelike,Roguelite,Tower,Defense,Strategy,Bullet,Hell,Zombies,Shooter,Top-Down,Building,Survival,RPG,2D,Platformer,2D,Pixel,Graphics,Cartoony,Tactical,Funny,Management,Crafting"
Indie Games,2025,OveHelm,Precarious Platformer,win,None,,,"Platformer,Puzzle,Platformer,Exploration,Physics,Level,Editor,Action-Adventure,2D,Platformer,2D,Relaxing,Funny,Casual,Open,World,Pixel,Graphics,Colorful,Fantasy,Family,Friendly,Crafting,Adventure,Building,Singleplayer"
Adventure Games,To be announced,Abdelnacer Jabri,Rage Platformer,win,None,,,"Action,Adventure,Casual,Action-Adventure,Arcade,Shooter,3D,Platformer,Precision,Platformer,Puzzle,Platformer,Runner,Side,Scroller,3D,Dark,Family,Friendly,Funny,Combat,PvE,Singleplayer,Platformer,Free,to,Play"
Action Games,Coming soon,RPN Indie Developer,Platformer Helmet,"win,mac,linux",None,,,"Action,Adventure,2D,Fighter,Action-Adventure,Beat,'em,up,Platformer,2D,Platformer,Hack,and,Slash,Side,Scroller,2D,Indie,Cute,Fantasy,Old,School,Combat,Singleplayer"
Indie Games,Q3 2025,Aleksey Kon Games,Eva Platformer,"win,linux",None,,,"Side,Scroller,Exploration,2D,Platformer,Adventure,Platformer,2D,Cute,Controller,Linear,Pixel,Graphics,Indie,Atmospheric,Combat,Singleplayer"
Adventure Games,"5 Mar, 2024",3Elements,Platformer,win,"27,00zł",3 user reviews,3,"Early,Access,Sandbox,Survival,2D,Fantasy,Combat,2D,Platformer,Open,World,Survival,Craft,Side,Scroller,Pixel,Graphics,Adventure,Exploration,Building,RPG,Crafting,Colorful,Magic,Character,Customization,Inventory,Management,PvE"
Adventure Games,"22 Oct, 2010",Ivy Games,Puzzle Bots,win,"17,99zł",Very Positive,55,"Adventure,Indie,Puzzle,Point,&,Click,Singleplayer,Robots"
Casual Games,"1 Dec, 2021",That's Nice Games,Jigsaw Puzzle Dreams,win,Free To Play,Very Positive,969,"Puzzle,Online,Co-Op,Free,to,Play,Cozy,Tabletop,Casual,Simulation,Relaxing,Co-op,Family,Friendly,Multiplayer,Realistic,Board,Game,Replay,Value,3D,Design,&,Illustration,Indie,Building,Singleplayer,Sandbox"
Indie Games,"1 Apr, 2020",Laush Dmitriy Sergeevich,Gray platformer,win,"4,49zł",Mostly Positive,18,"Indie,Casual,Platformer,Singleplayer,Replay,Value,Destruction,Beautiful,Puzzle,Platformer,Logic,Silent,Protagonist,Side,Scroller,Atmospheric,Puzzle,2D"
Casual Games/Cronostase Franchise,"30 Apr, 2021",Waidy Andrade,Puzzle Light,win,"4,49zł",Positive,45,"Puzzle,Casual,Logic,Minimalist,Clicker,Family,Friendly,Difficult,Tabletop,Point,&,Click,Hand-drawn,2D,Board,Game,Isometric,Top-Down,Relaxing,Colorful,Singleplayer,Mouse,only,Education,Indie"
Free To Play Games,"21 Apr, 2020",Daveyyy,Micro Platformer,win,Free,Overwhelmingly Positive,1706,"Precision,Platformer,Difficult,Minimalist,Controller,Pixel,Graphics,Psychological,Horror,Singleplayer,Free,to,Play,Platformer,Indie,Early,Access,2D,Platformer,2D,Family,Friendly,Linear,Action"
Indie Games,"10 Jan, 2019",AFBIK Studio,PUZZLE: BIRDS,win,"2,24zł",Positive,25,"Casual,Adventure,Indie,Puzzle"
Free To Play Games/505 Games Official Franchise,"20 Nov, 2014",Infinity Plus 2,Gems of War - Puzzle RPG,win,Free to Play,Mostly Positive,10218,"Free,to,Play,Match,3,Puzzle,Card,Game,PvE,PvP,Strategy,RPG,Turn-Based,Strategy,RPG,Strategy,2D,Turn-Based,Combat,Story,Rich,Singleplayer,Casual,Fantasy,Magic,War,Adventure,Multiplayer"
Adventure Games,"7 Mar, 2025",WUT Studio,Puzzle Paradise,win,"4,49zł",Very Positive,78,"Casual,Adventure,Puzzle,3D,First-Person,Logic,Singleplayer,Indie"
Adventure Games,"25 May, 2023",Noble Phantom Games LLC,Puzzle Compound,win,"54,99zł",Very Positive,52,"Puzzle,Online,Co-Op,Investigation,Exploration,Relaxing,Co-op,Family,Friendly,First-Person,Casual,Conversation,Logic,Indie,3D,Multiplayer,Controller,Adventure,Cartoony,Third,Person,Minimalist"
Adventure Games/indie.io Franchise,"28 Apr, 2025",Pepperbox Studios,Kaamos: Puzzle Roguelike,win,"23,99zł",Positive,36,"PvE,Roguelike,Puzzle,Strategy,RPG,Deckbuilding,Turn-Based,Tactics,Perma,Death,Dark,Fantasy,Adventure,RPG,Strategy,Turn-Based,Strategy,Retro,Match,3,Tactical,RPG,Turn-Based,Combat,Point,&,Click,Medieval,Singleplayer,Tactical"
Indie Games/AFBIK Studio Franchise,"8 Aug, 2018",AFBIK Studio,PUZZLE: LANDSCAPES,win,"4,49zł",Positive,41,"Indie,Casual,Adventure,Puzzle"
Early Access Games,"26 Jul, 2022",Dnovel,Avocado Puzzle Quest,win,"39,99zł",Positive,15,"Casual,Match,3,Puzzle,Adventure,2D,Cute,Logic,Singleplayer,Early,Access,Action,Indie,Linear"
Free To Play Games/505 Games Official Franchise,"30 May, 2023",Infinity Plus 2,Puzzle Quest 3,win,Free To Play,Mixed,738,"RPG,Match,3,Strategy,Puzzle,Turn-Based,Tactics,Free,to,Play,Casual,Cartoony,Loot,Adventure,Turn-Based,Strategy,3D,Combat,Colorful,Dragons,Fantasy,Medieval,Asynchronous,Multiplayer,Singleplayer,Action"
Casual Games,"18 Jun, 2024",酷拉卡King460男人坏点好,Arena of block puzzle,win,"8,99zł",Positive,10,"Casual,Strategy,Singleplayer,Score,Attack,Clicker,Puzzle,Match,3,Point,&,Click,2D,Relaxing,Indie,1990's"
RPG Games/IndieArk Franchise,"10 Dec, 2024",AIHASTO,MiSide,win,"31,99zł",Overwhelmingly Positive,95226,"Psychological,Horror,Cute,Story,Rich,Horror,First-Person,Singleplayer,Sexual,Content,3D,Atmospheric,Thriller,Conversation,Adventure,Puzzle,Drama,Simulation,Life,Sim,Anime,RPG,Hentai,2D"
Action Games/Ori Franchise Franchise,"10 Mar, 2020",Moon Studios GmbH,Ori and the Will of the Wisps,win,"17,81zł",Overwhelmingly Positive,126499,"Beautiful,Metroidvania,Platformer,Great,Soundtrack,Singleplayer,Action,Adventure,Atmospheric,Story,Rich,Exploration,Cute,Action-Adventure,Puzzle,Emotional,2D,Indie,Difficult,Fantasy,Open,World,Souls-like"
Adventure Games,"12 Oct, 2021",Mob Entertainment,Poppy Playtime,win,Free To Play,Very Positive,98129,"Horror,Free,to,Play,Singleplayer,Puzzle,First-Person,Survival,Horror,Dark,Mystery,Psychological,Horror,Survival,Indie,Lore-Rich,Adventure,1980s,Thriller,Atmospheric,Action,Cartoony,Action-Adventure,Physics"
Indie Games/HappyGames Studio Franchise,"24 Apr, 2021",HappyGames,Happy Puzzle,win,"8,99zł",Very Positive,330,"Nudity,Sexual,Content,Anime,Puzzle,Visual,Novel,2D,Story,Rich,Indie,Female,Protagonist,Cute,Funny,Logic,Singleplayer,Emotional,Multiple,Endings,Adventure,Strategy,2D,Platformer,Casual,Board,Game"
Simulation Games/PlayWay S.A. Franchise,"8 Mar, 2023",Crazy Rocks,Contraband Police,win,"119,99zł",Very Positive,19245,"Open,World,Singleplayer,Simulation,First-Person,Action,Realistic,Multiple,Endings,1980s,Automobile,Sim,FPS,Story,Rich,Management,Detective,Immersive,Sim,Survival,Action-Adventure,Physics,Destruction,Atmospheric,Indie"
Casual Games/Rising Moon Games Franchise,"27 Feb, 2021",Rising Moon Games,Puzzle Car,"win,linux","8,99zł",Very Positive,80,"Puzzle,Cozy,Relaxing,Minimalist,Isometric,Singleplayer,Casual,Stylized,Colorful,Family,Friendly,Logic,Transportation,Atmospheric,Grid-Based,Movement,Mouse,only,Indie,3D,Point,&,Click,Strategy,Tabletop"
Strategy Games,"20 Jan, 2017",Cardboard Keep,Puzzle Puppers,"win,mac,linux","27,50zł",Very Positive,77,"Indie,Casual,Strategy,Puzzle,Colorful,Stylized,Cute,Family,Friendly,Touch-Friendly,Singleplayer,Funny,Relaxing,Isometric,Great,Soundtrack,Replay,Value,Top-Down,Difficult,Cult,Classic,Open,World"
Adventure Games,"7 Jul, 2010",Telltale,Puzzle Agent,"win,mac","17,99zł",Very Positive,1513,"Puzzle,Adventure,Point,&,Click,Casual,Detective,Singleplayer,Mystery,Comedy,Surreal,Short,Action,Horror,Atmospheric,Funny,Hand-drawn,Touch-Friendly,2D,Story,Rich,Conspiracy,Interactive,Fiction"
Indie Games,"18 Sep, 2020",Kinetic Games,Phasmophobia,win,"91,99zł",Overwhelmingly Positive,623542,"Horror,Online,Co-Op,Multiplayer,Psychological,Horror,Co-op,VR,Supernatural,First-Person,Investigation,Dark,Demons,Detective,Mystery,Thriller,3D,Early,Access,Indie,Action,Tactical,Singleplayer"
Casual Games,"21 Jun, 2010",Doctor Entertainment AB,Puzzle Dimension,"win,mac","45,99zł",Very Positive,439,"Puzzle,Indie,Casual,Singleplayer,Logic"
RPG Games/Kingdom Come: Deliverance Franchise Franchise,"4 Feb, 2025",Warhorse Studios,Kingdom Come: Deliverance II,win,"253,52zł",Very Positive,72493,"RPG,Medieval,Open,World,Singleplayer,Realistic,First-Person,Story,Rich,Adventure,Action,Combat,Historical,Swordplay,Political,Immersive,Choices,Matter,Atmospheric,Alternate,History,LGBTQ+,Action-Adventure,3D"
Casual Games,"18 Dec, 2017",Kevin  Ryan,Puzzle Poker,win,"13,49zł",Positive,47,"Casual,Strategy,Indie"
Action Games,"4 Feb, 2019",Core Gear,隐-Stealth,win,"46,99zł",4 user reviews,4,"Action,Adventure,RPG,Indie,Stealth"
Indie Games,"22 Feb, 2023",YanchoviesExia,Zhiel's Mystery,win,Free To Play,Mixed,11,"Action,Strategy,Interactive,Fiction,FPS,3D,Colorful,First-Person,Realistic,Building,Detective,Casual,Logic,Mystery,Combat,Physics,Story,Rich,PvE,Singleplayer,Free,to,Play,Indie"
Adventure Games/WB Games Franchise,"27 Nov, 2012",Traveller's Tales,LEGO® The Lord of the Rings™,win,"18,80zł",Very Positive,8193,"LEGO,Adventure,Local,Co-Op,Action,Open,World,Fantasy,Comedy,Family,Friendly,Co-op,Singleplayer,Funny,Casual,Controller,Multiplayer,Split,Screen,Local,Multiplayer,Platformer,Third,Person,Puzzle,Dwarf"
Indie Games,"1 Nov, 2024",Orazio Principe,Stealth Raider,win,"17,99zł",2 user reviews,2,"Metroidvania,Souls-like,Roguelite,Puzzle,Action,RPG,RPG,3D,Third,Person,Isometric,Choices,Matter,Hand-drawn,Pixel,Graphics,Dark,Fantasy,Fantasy,Gothic,Action,Stealth,Atmospheric,Adventure,Mystery"
Indie Games,"7 Apr, 2025",Agon Games,Stealth Strike,"win,linux","36,99zł",1 user reviews,1,"Action,Simulation,Action-Adventure,3D,First-Person,Stylized,Heist,Stealth,PvE,Team-Based,Singleplayer,Indie,Co-op,Multiplayer,Online,Co-Op,Co-op,Campaign"
Adventure Games/Ace Attorney Franchise Franchise,"9 Apr, 2019","CAPCOM Co., Ltd.",Phoenix Wright: Ace Attorney Trilogy,win,"227,20zł",Overwhelmingly Positive,29630,"Detective,Visual,Novel,Story,Rich,Mystery,Great,Soundtrack,Anime,Singleplayer,Crime,Adventure,Puzzle,Point,&,Click,Funny,Classic,Cult,Classic,Comedy,2D,Conversation,Memes,Dynamic,Narration,LGBTQ+"
Casual Games,"25 Oct, 2021",ongmaker熔核工作室,PhyTetris-Physics Tetris,win,"3,59zł",Positive,14,"Casual,Simulation,Arcade,Match,3,3D,Vision,Realistic,1980s,Indie,1990's,Singleplayer"
Action Games,"1 Oct, 2019",LTTDY,SuperSmash: Physics Battle,win,"17,99zł",Very Positive,746,"Action,Indie,Casual,Physics,Early,Access,Fighting,Funny,Multiplayer"
Simulation Games,"9 Nov, 2020",Telegmatic,Mason: Building Bricks,win,"35,99zł",Positive,27,"Building,Sandbox,Base,Building,City,Builder,Relaxing,Simulation,Fantasy,Procedural,Generation,Singleplayer,3D,Top-Down,LEGO,Indie"
Casual Games,Q3 2025,Paws and Play Studios,Building Friends,win,None,,,"Adventure,Casual,Platformer,3D,Platformer,Puzzle,Platformer,3D,Cartoony,Colorful,Cute,Stylized,Third,Person,Family,Friendly,Funny,Relaxing,Character,Customization,Linear,Multiple,Endings,Singleplayer,Building,Indie"
RPG Games/Sam Stubbings Franchise,Coming soon,YETIBYTES,DWARRF: A Pinball Roguelike,"win,linux",None,,,"Deckbuilding,Pinball,Physics,Roguelike,Dwarf,Turn-Based,Action,Roguelike,Pirates,Pixel,Graphics,Exploration,Dungeon,Crawler,RPG,Roguelite,Retro,2.5D,Stylized,Fantasy,Underground,Surreal,3D"
Strategy Games,Coming soon,Mad Robot Games,Dreamshard: Deckbuilding Roguelike,win,None,,,"Roguelike,Deckbuilder,Card,Battler,Card,Game,Deckbuilding,Roguelike,Roguelite,Turn-Based,Dungeon,Crawler,Strategy,RPG,Fantasy,Replay,Value,Procedural,Generation,Turn-Based,Combat,Turn-Based,Strategy,Turn-Based,Tactics,Indie,Difficult,Singleplayer,Mouse,only"
Indie Games,2025,REBUILD GAMES,SUMMER ROAD 10-Minute Auto Roguelite,win,None,,,"Casual,Cute,1980s,Roguelike,Exploration,JRPG,Idler,3D,Top-Down,America,Retro,Atmospheric,Inventory,Management,Character,Customization,Hack,and,Slash,Conversation,Female,Protagonist,Automation,Resource,Management,Singleplayer"
Adventure Games/PlayStation Studios™ Franchise,"19 Sep, 2024",Santa Monica StudioJetpack Interactive,God of War Ragnarök,win,"259,00zł",Very Positive,19575,"Action,Adventure,Action-Adventure,RPG,Hack,and,Slash,Action,RPG,Cinematic,Third,Person,Mythology,3D,Atmospheric,Story,Rich,Emotional,Fantasy,Drama,Singleplayer,Combat,Open,World,Gore,Souls-like"
Action Games,"30 Apr, 2025",Eldritch Sword Games,Conquest Dark,win,"41,99zł",Very Positive,579,"Action,Action,RPG,RPG,Roguelite,Action,Roguelike,Roguelike,Isometric,Dark,Fantasy,Alternate,History,Fantasy,Bullet,Hell,Early,Access,Medieval,Indie,Violent,Mythology,Nudity,Dark,Controller,Linear"
RPG Games/Hard Shark Games Franchise,"17 Mar, 2020",Hard Shark Games,Slashvival: Action RPG Roguelite,win,"59,99zł",7 user reviews,7,"Early,Access,Souls-like,Action,Roguelike,Adventure,Anime,Roguelike,Action,Dungeon,Crawler,Roguelite,Indie,Difficult,Procedural,Generation,Perma,Death,Swordplay,Hack,and,Slash,Third,Person,RPG,Singleplayer,Fantasy,Soundtrack"
Action Games/Hard Shark Games Franchise,"22 Sep, 2017",Hard Shark Games,Scarlett's Dungeon: Retro Action RPG Roguelite,win,"27,99zł",Mostly Positive,37,"Action,Roguelike,Pixel,Graphics,Roguelike,Indie,Replay,Value,Difficult,Dungeon,Crawler,Character,Action,Game,Soundtrack,Singleplayer,2D,Remake,Procedural,Generation,Roguelite,Atmospheric,Action,Hack,and,Slash,Top-Down,Adventure,Fantasy"
Indie Games,To be announced,Kristian Kivijärvi,The Void: An Incremental Roguelite,win,None,,,"RPG,Roguelite,Gambling,Turn-Based,Strategy,2D,Dark,Strategy,Colorful,Perma,Death,Strategy,RPG,Idler,Turn-Based,Tactics,Cartoon,Stylized,Atmospheric,Fantasy,Magic,Relaxing,Surreal,Roguelike"
Action Games/Assemble Entertainment Franchise,"21 Mar, 2022",SmokeStab,Orbital Bullet – The 360° Rogue-lite,win,"60,99zł",Very Positive,485,"Platformer,Pixel,Graphics,Roguelike,Action,Roguelike,Action,2D,Platformer,Difficult,Indie,Replay,Value,Bullet,Time,Singleplayer,Perma,Death,2.5D,Procedural,Generation,2D,Sci-fi,3D,Cyberpunk,Futuristic,Hack,and,Slash"
RPG Games,"26 Mar, 2024",Cotobito Games,Soul Wizards & Roguelite,win,"8,99zł",Positive,18,"Dungeon,Crawler,Mystery,Dungeon,Roguelite,Roguelike,Dark,Fantasy,Party-Based,RPG,Procedural,Generation,Fantasy,RPG,Singleplayer,1980s,Anime,Retro,First-Person,Controller,3D,Dark,Early,Access,RPGMaker"
RPG Games,"6 Mar, 2024",Max Loh,AI Roguelite 2D,win,"22,99zł",Mixed,23,"Early,Access,Action,Roguelike,Hack,and,Slash,Roguelite,RPG,Action,RPG,Action-Adventure,Roguelike,2D,Top-Down,Exploration,Action,Loot,PvE,Sci-fi,Artificial,Intelligence,Procedural,Generation,Fantasy,Post-apocalyptic,Medieval"
Action Games,"15 Mar, 2024",Sigyaad Team,Twilight Manor: Roguelite FPS,win,"22,99zł",Very Positive,91,"Action,Shooter,Boomer,Shooter,Bullet,Hell,FPS,Roguelite,2D,Colorful,Cute,First-Person,Cyberpunk,Pixel,Graphics,Robots,Sci-fi,Female,Protagonist,Singleplayer,Gore,Blood,Futuristic,Violent"
Action Games,"21 Sep, 2020",Ghost Goats Games,Asteroids... But Roguelite,win,"17,99zł",Positive,17,"Retro,Action,Roguelike,Shoot,'Em,Up,Arcade,Score,Attack,Bullet,Hell,Roguelite,Action,2D,Top-Down,Shooter,Vehicular,Combat,Twin,Stick,Shooter,Top-Down,Shooter,Pixel,Graphics,Old,School,Sci-fi,Roguelike,Space,Gun,Customization"
RPG Games,"25 Oct, 2023",Max Loh,AI Roguelite,win,"45,99zł",Very Positive,405,"RPG,Text-Based,Procedural,Generation,Choose,Your,Own,Adventure,Visual,Novel,Roguelite,Artificial,Intelligence,Dungeon,Crawler,Adventure,Roguelike,Crafting,Turn-Based,Combat,Perma,Death,Resource,Management,Fantasy,Zombies,Medieval,Post-apocalyptic,Sci-fi,Robots"
RPG Games,Coming soon,goatdragonstudio,Cupid: Roguelite,win,None,,,"RPG,Action,Action,Roguelike,Shooter,Bullet,Hell,Roguelite,Side,Scroller,Pixel,Graphics,Comedy,Fantasy,Magic,Romance,Singleplayer"
Action Games,"18 Jan, 2019",Homebrew Cult,Refill your Roguelike,win,Free To Play,Mixed,23,"Free,to,Play,Casual,Indie,Early,Access,Action,Adventure,Roguelike"
Indie Games/ChiliDog Interactive Franchise,"11 Oct, 2022",Anti-Pattern Studio,Space Roguelike Adventure,"win,mac,linux","22,99zł",Mostly Positive,17,"Pixel,Graphics,2D,Platformer,Action,Roguelike,Idler,Platformer,2D,Futuristic,Aliens,Space,Character,Customization,FMV,Score,Attack,Singleplayer,Combat,Swordplay,Relaxing,Old,School,Indie,RPG"
Action Games,"24 Feb, 2023",Amrita,Pixel Survivors : Roguelike,win,"17,99zł",Very Positive,353,"RPG,Roguelike,Action,Pixel,Graphics,Singleplayer,2D,Action,Roguelike,Survival,Roguelite,Bullet,Hell,PvE,Souls-like,Top-Down,Medieval,Top-Down,Shooter,Adventure,Controller,Casual,Action,RPG,Fantasy"
Strategy Games/D20Studios Franchise,"11 May, 2023",D20Studios,Abalon: Roguelike Tactics CCG,"win,mac,linux","11,49zł",Very Positive,439,"Turn-Based,Tactics,Dungeon,Crawler,Card,Battler,Roguelike,Grid-Based,Movement,Deckbuilding,Turn-Based,Combat,Party-Based,RPG,Fantasy,Adventure,RPG,Turn-Based,Strategy,Controller,Top-Down,2D,Strategy,Tabletop,Board,Game,Turn-Based,Singleplayer"
Adventure Games/indie.io Franchise,"28 Apr, 2025",Pepperbox Studios,Kaamos: Puzzle Roguelike,win,"23,99zł",Positive,36,"PvE,Roguelike,Puzzle,Strategy,RPG,Deckbuilding,Turn-Based,Tactics,Perma,Death,Dark,Fantasy,Adventure,RPG,Strategy,Turn-Based,Strategy,Retro,Match,3,Tactical,RPG,Turn-Based,Combat,Point,&,Click,Medieval,Singleplayer,Tactical"
Indie Games/Overhype Studios Franchise/Battle Brothers/Downloadable Content,"29 Nov, 2018",Overhype Studios,Battle Brothers - Beasts & Exploration,win,"31,99zł",Very Positive,352,"Strategy,Indie,RPG"
RPG Games,"17 Jun, 2020",Ольга,Russia Roguelike,win,"3,59zł",Very Positive,73,"Action,Indie,RPG,Simulation,Roguelike"
Strategy Games,"9 Feb, 2017",Slashware Interactive,Ananias Roguelike,"win,mac,linux","17,99zł",Positive,36,"Traditional,Roguelike,Roguelike,RPG,Indie,Strategy,Turn-Based,Turn-Based,Tactics"
Simulation Games,"16 Oct, 2018",Immersive VR Education PLC,TITANIC Shipwreck Exploration,win,"71,99zł",Mostly Positive,92,"Simulation,Exploration"
Adventure Games,2025,Rednax,Exploration: Light,win,None,,,"Open,World,Space,Sim,Exploration,Adventure,Sci-fi,Action,Story,Rich,Trading,Narration,Space,Flight,PvE,2D,Singleplayer,Action-Adventure,Vehicular,Combat,Gun,Customization,Top-Down,Shooter,Pixel,Graphics,Top-Down"
Strategy Games/Zabbo Games Franchise,"30 Nov, 2022",Zabbo Games,Another Farm Roguelike,win,"13,49zł",Very Positive,417,"Strategy,Farming,Sim,Singleplayer,Roguelike,Pixel,Graphics,Simulation,Crafting,Procedural,Generation,Building,Immersive,Sim,Top-Down,Resource,Management,Automation,Colorful,Inventory,Management,Cute,Traditional,Roguelike,Management,Economy,Cooking"
Adventure Games,"22 Mar, 2023",Mistcloud Games,Backrooms Exploration,win,"36,99zł",Mixed,24,"RPG,Adventure,Singleplayer,Story,Rich,Stylized,3D,Indie,Mystery,Supernatural,Puzzle,Walking,Simulator,Choose,Your,Own,Adventure,Immersive,Sim,First-Person,Pixel,Graphics,Atmospheric,Horror,Psychological,Survival,Horror,Multiple,Endings"
Adventure Games,"2 May, 2025",HNStudios,Backrooms: Exploration,win,"22,99zł",Positive,23,"Horror,Adventure,First-Person,Realistic,Story,Rich,Psychological,Horror,Dark,Singleplayer,Walking,Simulator,Atmospheric,Investigation,Multiple,Endings,Exploration,3D,Early,Access,Mystery"
Action Games,"16 Sep, 2015",Jack Dolabany,Robot Exploration Squad,win,None,Positive,12,"Action,Adventure,Indie,Gore,Violent,Metroidvania,Platformer,Robots,Exploration,2D,Controller"
RPG Games,"15 Jun, 2016",Sergey Bobrov,Vanilla Bagel: The Roguelike,win,"46,99zł",Mixed,33,"RPG,Roguelike,Adventure,Indie,2D,Pixel,Graphics"
Early Access Games,"18 Mar, 2020",ScopeNext Inc,DIMENSION REIGN - ROGUELIKE DECKBUILDER,win,"64,99zł",Mixed,203,"Roguelike,Deckbuilder,Card,Battler,Roguelite,Card,Game,Roguelike,Deckbuilding,RPG,Strategy,2D,Post-apocalyptic,Anime,Dark,Fantasy,Demons,Dark,Turn-Based,Singleplayer,Early,Access,Indie,Mouse,only,Tactical"
Strategy Games,Coming soon,Marc Makes Games,Passant: A Chess Roguelike,win,None,,,"Strategy,Chess,Casual,Roguelike,Turn-Based,Strategy,Singleplayer,Roguelite,Board,Game,Turn-Based,Tactics,3D,Logic,Indie,Choices,Matter,Deckbuilding,PvE,Tabletop"
Indie Games/Ponywolf Franchise,"27 May, 2020",Ponywolf,RogueJack: Roguelike Blackjack,"win,mac","22,99zł",Mostly Positive,41,"RPG,Casual,Indie,Card,Game,Dungeon,Crawler,Roguelike,Roguelite,Pixel,Graphics,Card,Battler,1980s,Comedy,Dragons,Fantasy,Old,School,Retro,Class-Based,Turn-Based,Combat,Singleplayer,Controller,Music"
